word_id	morphology	lemma_source	lemma_ipa	definition
4612	(-лъ̄илIи /-лIи)	маᴴзи'	m-ã-z-i-'	расстояние, промежуток; *галилолIи маᴴзи* расстояние шага; *иᴴкIабе маᴴзи* большое расстояние; *чIилаге акьесе маᴴзи* расстояние между домами ◊ *маᴴзи голъIабе аᴴде* вспыльчивый, несдержанный мужчина (_букв._ мужчина без расстояния); _ратл._ *мазили*, _тл._ *манзил*
4613	(-лъ̄илIи /-лIи)	мази'	m-a-z-i-'	расстояние, промежуток; *галилолIи маᴴзи* расстояние шага; *иᴴкIабе маᴴзи* большое расстояние; *чIилаге акьесе маᴴзи* расстояние между домами ◊ *маᴴзи голъIабе аᴴде* вспыльчивый, несдержанный мужчина (_букв._ мужчина без расстояния); _ратл._ *мазили*, _тл._ *манзил*
4614	(-нолIи)	маᴴъе'	m-ã-ʔ-e-'	1) хождение; езда 2) унесение; уведение 3) сбыт; спрос 4) замужество 5) уход
4615	(-нoлIи, -ди / -на)	ме̄'да	m-eː'-d-a	ровное место; площадь; поле; *ме̄дагулабе хъIури* большая ровная пашня; *ме̄да-лъ̄ига бакIарила̄ри ха̄къи* народ собрался на площади; _цег._ *байдан*, *гIоротIа*, _тлян._ *къIоро, байдан*, _ратл._ *битIара*
4616	(-лъ̄илIи /-лIи)	ме'ди	m-e'-d-i	брага; *меди бехъурулъIа* варить брагу (_из солода_); *меди цĪарурулъIа* пить брагу; _ратл., цег. _*мицĪа, *_тл._ ми*цĪа, чIагIба*
4617	(-налIи / -нолIи, -на)	ме'жу	m-e'-ʒ-u	1) игла, иголка; *машиналIи межу* игла для швейной машины; *межуналIи ралъ̄е* игольное ушко; *межунаге* *квари их̄урулъIа* вдеть нитку в иглу 2) игла (_от шприца_); *околи гвидабе* *межу* игла от шприца (_букв._ укол делающая игла) 3) спица (_вязальная_) 4) крючок (_вязальный_); *тастари гвидабе межу* вязальный крючок (_букв._ кружево делающий крючок) 5) булавка; *кьваридабе межу* булавка (_букв._ втыкаемая игла) ◊ *ракI-вароге гелIи межу кьварари* _перен._ ранить, уколоть в самое сердце словами; _цег., тлян._ *бужун*, _ратл._ *бежун*
4618		мекъаб	m-e-q͡χ’ː-a-b	(_цег._) _см._* хи'садабе*
4619		м/е'къада/б/е	m-e'-q͡χ’ː-a-d-a-b-e	одинаковый; однородный; равный; *илIи замалъ̄е* *мекъадайи голи* мы ровесники (_букв._ по времени равные); *мекъадабе гъосо* волосы одинаковой длины; *че ре-кьIалъ̄иге уᴴкIидала рекъадаре гелъIе* _погов._ над каждым человеком природа трудилась по разному (_букв._ на одной руке пальцы и те не одинаковы); _ратл., тл._ *бекъендаб*
4620		мекъе'	m-e-q͡χ’ː-e-'	 _нареч._ поровну; *мекъе гурулъIа* поделить поровну; _ратл._ *бекъени*, _тл._ *бекъенихьи*, _цег._ *бекъенихь*
4621	(-ролIи)	ме'къелъе	m-e'-q͡χ’ː-e-ɬ-e	ровнение; _ратл._ *бекъенлъери*, _тл._ *бекъенлъер*
4622	(-ани' / -ари', -ва, -а', -е̄'гье, -е'не / -е'ре)	мекъелъу'/нулъIа	m-e-q͡χ’ː-e-ɬ-u'-n-u-t͡ɬ-a	уравниваться, сравниваться; ровняться, стать вровень _с кем-чем-л._; *къино мекъелъани* прошло пол-лета; *микъи* *мекъелъани* полдороги пройдено; *микIелокIена мекъелъуба мене*, *саламатадаве экIва* _перен._ ты взрослый человек, не равняйся на детей; *дене* *дукIена мекъелъе̄гье гиди* а) я доросла до тебя б) я поднялась до твоего уровня (_социального положения_); _ратл._ *бекъенлъулахъе*, _тл._ *бекъенлъехъе*, _цег._ *бекъенлъахъе*
4623	(-ани' / -ари', -ва, -а', -е̄'гье, -е'не / -е'ре)	мекъелъу'/рулъIа	m-e-q͡χ’ː-e-ɬ-u'-r-u-t͡ɬ-a	уравниваться, сравниваться; ровняться, стать вровень _с кем-чем-л._; *къино мекъелъани* прошло пол-лета; *микъи* *мекъелъани* полдороги пройдено; *микIелокIена мекъелъуба мене*, *саламатадаве экIва* _перен._ ты взрослый человек, не равняйся на детей; *дене* *дукIена мекъелъе̄гье гиди* а) я доросла до тебя б) я поднялась до твоего уровня (_социального положения_); _ратл._ *бекъенлъулахъе*, _тл._ *бекъенлъехъе*, _цег._ *бекъенлъахъе*
4624	(-ролIи)	мекъе'найе	m-e-q͡χ’ː-e'-n-a-j-e	выравнивание
4625	(-а̄ри, -ва, -айа', -айе̄гье, -а̄ре)	м/екъе'но̄ру/лъIа	m-e-q͡χ’ː-e'-n-oː-r-u-t͡ɬ-a	ровнять; выравнивать, доводить до единого уровня; *рушала рекъено̄рулъIа* ровнять деревья; _ратл._ *бекъенлъитIулахъе*, _тл._ *бекъен-лъутIехъе*, _цег._ *бекъенлътIахъе*
4626		ме'къис̄а	m-e'-q͡χ’ː-i-sː-a	 _нареч._ 1) неправильно; неверно; *мухъу* *мекъис̄а бехъо̄рулъIа* начертить линию неверно; *мекъис̄а гурулъIа* делать _что-л._ неправильно; *мекъис̄а бичĪило̄рулъIа* быть превратно понятым; *мекъис̄а бухьу-рулъIа* а) заблудиться в пути б) _перен._ ошибиться в жизни; *мекъис̄а бу-хьо̄рулъIа* направить _кого-л._ по ложному пути (_прям._ _и перен._) 2) наоборот; *мекъис̄а х̄уᴴкIачела икьурулъIа* надевать обувь наоборот (левую – на правую ногу) 3) наизнанку; *кьIоᴴко мекъис̄а* *ичIурулъIа* одеть платье наизнанку; _ратл._ *ишвичIос̄и*, _тл._ *мекъи*, _цег._ *ишчIос̄еге* 
4627		мекъс̄а	m-e-q͡χ’ː-sː-a	 _нареч._ 1) неправильно; неверно; *мухъу* *мекъис̄а бехъо̄рулъIа* начертить линию неверно; *мекъис̄а гурулъIа* делать _что-л._ неправильно; *мекъис̄а бичĪило̄рулъIа* быть превратно понятым; *мекъис̄а бухьу-рулъIа* а) заблудиться в пути б) _перен._ ошибиться в жизни; *мекъис̄а бу-хьо̄рулъIа* направить _кого-л._ по ложному пути (_прям._ _и перен._) 2) наоборот; *мекъис̄а х̄уᴴкIачела икьурулъIа* надевать обувь наоборот (левую – на правую ногу) 3) наизнанку; *кьIоᴴко мекъис̄а* *ичIурулъIа* одеть платье наизнанку; _ратл._ *ишвичIос̄и*, _тл._ *мекъи*, _цег._ *ишчIос̄еге* 
4628		ме'къис̄ас̄е	m-e'-q͡χ’ː-i-sː-a-sː-e	 неправый, несправедливый; *мекъис̄ас̄е хIукуму* несправедливое решение; *мене гуди мекъис̄ас̄е * ты не прав (_букв._ ты неправый есть); _тл._ *мекъис̄ас*, *ишучIес* 
4629	(-лъ̄илIи / -лIи / -нолIи, -на)	ме'кIу	m-e'-k’-u	1) угол (_пересечение двух_ _стен_); *мекIунахъе билъурулъIа* поставить в угол 2) угол (_часть плоскости_); *къIелъIенолIи мекIу бучIе̄гье годи* угол мешка продырявился; *кIазилIи мекIуна рекъенайа* сложи платок равными углами ◊ *гьаᴴжела* *иᴴс̄уда мекIу голъIа гьудус̄убе* у него до сих пор нет своего угла (_жилья_); _цег._ *букIун*, т_л_ян. *бекIен*, _ратл._ *беркIвен*
4630	(-лъ̄илIи / -лIи)	ме'кIуракьIа	m-e'-k’-u-r-a-t͡ɬʼ-a	оконечность, край _чего-л._; *хъIулIи мекIу-ракьIа* край пашни; *х̄аᴴлIи ме-кIу-ракьIа* край ткани
4631	(-лIи / -лъ̄илIи, -ла)	ме'ли	m-e'-l-i	склон горы (_крутой_); *мелилолIу* *гекьа бекъIурулъIа* спускаться по крутому склону горы; _тл., цег._ *гванлъи*
4632	(-елIи, мели, мелилъ̄илIи)	ме'лила	m-e'-l-i-l-a	_спец._ молотильные доски (_пара досок – полозьев, приводимых в движение волами_); _цег., тлян._ *белан*, _ратл._ *белилаби*
4633	(-лъ̄илIи / -илIи // -лIи, -ла)	ме̄ма'лаке	m-eː-m-a'-l-a-k-e	обезьяна; *ме̄малакилIи кучи* некрасивая внешность; *тIубаладабе ме̄малаке* урод, уродина (_букв._ полная обезьяна) *ме̄малакохъе х̄ех̄ерурулъIа* лазить (_по деревьям_) как обезьяна; _ратл._ *маймараке*, _тл._ *маймулаке*
4634	( дубе)	ме'не	m-e'-n-e	_мест. личн._ ты; *мене* *с̄агIатиде вачIакъIари* ты опоздал на час; *мене гулъIа жо, жиᴴво голъIа къино* прибаутка _ирон._ без тебя мне белый свет не мил (_букв._ день без тебя, что лето без коровы); _цег._, _тлян._ *мин*, _ратл._ *мен*(а)
4635	(-лIи / -лъ̄илIи, -ди)	месе'х̄о	m-e-s-e'-χː-o	белка; *месех̄оде иᴴкъIатIу* *къане̄гье годи* белка грызет орехи; см.тж. *гваᴴгва*
4636	(-нолIи, -на)	ме'ти	m-e'-t-i	1) свадьба; *метинолIи къаме-цĪаре* свадебное угощение; *метинолIа жо̄рулъIа* пригласить на свадьбу 2) вечеринка; *ваша* *вужарилъ̄ис̄е мети* вечеринка по случаю рождения сына; *мети гурулъIа* а) сыграть свадьбу б) устроить вечеринку; *мети бухъIари* свадьба расстроилась; _ратл., тл._ *бертен*
4637	(-нолIи, -на)	меᴴти	m-ẽ-t-i	1) свадьба; *метинолIи къаме-цĪаре* свадебное угощение; *метинолIа жо̄рулъIа* пригласить на свадьбу 2) вечеринка; *ваша* *вужарилъ̄ис̄е мети* вечеринка по случаю рождения сына; *мети гурулъIа* а) сыграть свадьбу б) устроить вечеринку; *мети бухъIари* свадьба расстроилась; _ратл., тл._ *бертен*
4638	(-лIи / -лъ̄илIи)	ме'тигьата	m-e'-t-i-h-a-t-a	увеселение
4639	(-лIи / -лъ̄илIи)	ме'та̄та	m-e'-t-aː-t-a	увеселение
4640	(-лIи / -лъ̄илIи)	метиро'х̄и	m-e-t-i-r-o'-χː-i	увеселение
4641	(-налIи, -на)	ме'ху	m-e'-χ-u	_анат._ лопатка; *мехунаге гекьIис̄е цĪане* боли под лопаткой; _ратл., тл._ *бехун*
4642	(-нолIи)	мехьве'	m-e-xʷː-e-'	топтание
4643	(мехьвани', ме-хьу'ва, мехьва', мехье̄'гье, мехьве'не)	ме'хьунулъIа	m-e'-xː-u-n-u-t͡ɬ-a	топтать; *хъIури мехьвевуди уᴴчиледе* быки истоптали посевы; *цĪекIаликьи мехьве̄гье кьварурулъIа* растоптать _кого-л. _(_букв._ под ногами растоптав избить); *хIаᴴтIа мехьунулъIа* а) топтать грязь б) топтать, мять глину для самана в) _перен._ ходить по улицам; _ратл._ *берхьвилавлахъе*, _тл._ *бехьинехъе*, _цег._ *бехьнахъе*
4644	(-на'лIи, -на)	мешу'	m-e-ʃ-u-'	нож; *багIа̄дабе мешу* заточенный, хорошо режущий нож; *ичвикабе мешу* тупой нож; *тахи билъидабе мешу *карманный нож;* балъIе̄дабе мешу* складной нож; *мешуналIи кьIоᴴгъу* рукоять ножа; *мешунадe букъурулъIа* резать ножом; _цег._, _тл._ *бушун*, _ратл._ *бешун*
4645	(-ролIи, -ла)	меъеᴴ'лъе'	m-e-ʔ-ẽ'-ɬ-e-'	жир; сало; масло (_все, что содержит жир_); *меъеᴴлъе голъIа гьагIу* нежирный бульон; *меъеᴴлъе гведа чупа* жирный суп; *меъеᴴлъе богъолъе* преобладание жира; *квани микъIве̄гье бикIурулъIа меъеᴴлъе къо̄нулъIа бухьида* _погов._ чтоб сохранить зрение, нужно есть жирную пищу; _ратл._ *беъенлъери*, _тл._ *беъенлъер*
4646	(-лъ̄илIи /-лIи)	ми'гъи	m-i'-ʁ-i	обрабатываемая земля (_пашни, сады и луга_); *мигъи* *чIинурулъIа* охранять луг (_от скота_)
4647	(-лъ̄илIи /-лIи, -ди)	ми'гIа	m-i'-ʕ-a	нос; *чIикIиладабе мигIалIи экIва* курносый человек; *чIикIиладабе мигIа* курносый нос; *хъалиц̄а гулабе мигIа* большой острый нос (_букв._ косе подобный нос); *мигIалIи къалиба* ноздри; *микIа̄бе* *мигIа* кривой нос; *мугъуладабе мигIа* нос с горбинкой; *мигIалIи чакъу* носовая перегородка;* х̄еᴴтIелIи мигIа* сопливый нос; *мигIа ма-цĪо̄нулъIа* вытереть нос; *мигIа щуᴴх̄унулъIа* высморкаться; *мигIахъу* *гъурулъIа* гнусавить, говорить в нос; *мигIахъе къваралъе годи* нос заложен ◊ *мигIа рехиге отурулъIа* поцарапать нос; _ратл._ *миъари*, _тл._ *мигIар*
4648		ми'гIакьи	m-i'-ʕ-a-t͡ɬʼː-i	 1. _лок. IЧ̄ серии от_ *мигIа* 2. _в знач. нареч._ под носом; близко; рядом; *мигIакьи гекьи болIида иши гьаригилъIевуди гьудус̄ва* он не заметил то, что творилось под носом ◊ *мигIакьи жокьо тукунулъIа* показать фигу (_букв._ под нос фигу уткнуть); *мигIакьа эхъурулъIа* уставиться на жующего; _ратл._ *миъаркьи*, _тл._ *ми-гIакьи* 
4649	(-лъ̄илIи /-лIи, -а)	ми'гIакIачи	m-i'-ʕ-a-k’-a-t͡ʃ-i	_анат._ лицо; *гиᴴгадабе мигIа-кIаче̄лIи* *йаше* круглолицая девочка; *мигIа-кIачи чо̄рулъIа* умываться; _цег._ *магIаркIачи*, _тлян._ *рижи-кучи*, *мигIа-кIачи*, *гьадал*, _ратл._ *х̄амах̄ул, гьа-макъIали*
4650	(-лIи / -лъ̄илIи, -ди // -ла)	ми'гIи	m-i'-ʕ-i	1) носок (_обуви_); *тIупIилилIи* *мигIи* носок туфли; *цĪуᴴтIадабе мигIилъ̄илIи тIупIили* туфли с заостренными носками; *мигIилеге кьуру-лъIа* танцевать на носках (_спец._ на пуантах); *мигIилеге волIолIурулъIа* ходить на носках 2) клюв; *гIиᴴкIолIи мигIи* клюв курицы; _цег., тлян., ратл._ *къама*
4651		мижа	m-i-ʒ-a	(_ратл._) _см._* гIащи'къи*
4652	(-лъ̄илIи /-лIи, -ди)	ми'же̄лIу	m-i'-ʒ-eː-t͡ɬː-u	борода; *мижелIу гведаве экIва* бородач; *бах̄а̄бе мижелIу* длинная борода; *мижелIу белъ̄урулъIа* отрастить бороду; *мижелIу х̄ванурулъIа* брить бороду; *мижелIу белъ̄о̄гье* *вукIурулъIа* а) ходить бородатым б) выражать траур ношением бороды; _цег.,_ _тлян._ *мижа*, _ратл._ *мижейлIо*
4653	(-лъ̄илIи)	миза'	m-i-z-a-'	1) строевой порядок; *мизалъ̄иге къIино̄рулъIа* выстроить строевым порядком 2) порядок; *миза гурулъIа* навести порядок; _ратл._ *бизане*, _тл._ *низам*
4654		миза'лъила̄дабе	m-i-z-a'-ɬ-i-l-aː-d-a-b-e	 _прич. гл._ *ми-за'лъило̄рулъIа* надоевший, докучивший; *мизалъила̄дабе х̄аба* докучивший разговор
4655	(-ролIи)	миза'лъилайе	m-i-z-a'-ɬ-i-l-a-j-e	надоедание
4656	(-а̄ри, -ва, -айа', -айе̄гье, -а̄ре)	миза'лъило̄/рулъIа	m-i-z-a'-ɬ-i-l-oː-r-u-t͡ɬ-a	надоедать, докучать; *дилъIа гьабе мизалъилайе̄гье годи* мне все надоело; *мене мизалъило̄гье гуди гьудус̄ва* ты надоел ему
4657	(-ролIи)	миза'лъило̄тIайе	m-i-z-a'-ɬ-i-l-oː-t’-a-j-e	надоедливость; докучливость
4658	(-а̄ри, -ва, -айа', -айе̄гье, -а̄ре)	миза'лъило̄тIурулъIа	m-i-z-a'-ɬ-i-l-oː-t’-u-r-u-t͡ɬ-a	_понуд._ надоедать, докучать _кому-л._; *х̄ади ра-чоᴴ̄гье мизалъилотIоба менеда* *аᴴдололъIа* не докучай людям разговорами
4659	(-нолIи)	ми'йе	m-i'-j-e	мяуканье
4660	(-а̄ни, -ва, -айа', -айе̄гье, -а̄не)	ми'йо̄/нулъIа	m-i'-j-oː-n-u-t͡ɬ-a	_понуд. от_ *ми'йунулъIа*
4661	(-ани', -ва, -а', -еᴴ̄гье, -е'не)	ми'йу/нулъIа	m-i'-j-u-n-u-t͡ɬ-a	мяукать; *кета* *мийене геди* кошки мяукают; _ратл._ *мивлахъе*, _тл._ *майхъе*, _цег._ *мийахъе*
4662		ми'кида/б/е	m-i'-k-i-d-a-b-e	 вечный, нескончаемый, постоянный; *микидабе ахирати* вечная загробная жизнь; _ратл._ *миркейлIи*, _цег._ *меркаб*
4663		ми'килъе	m-i'-k-i-ɬ-e	 _нареч._ совсем, вовсе; насовсем; *микилъеда дулъIа белъ̄е̄гье гведа гъоча* книгу тебе оставляю насовсем; *микилъеда гочило̄рулъIа* переехать насовсем; _ратл._ *миркейлIида*, _тл._ *микили*, _цег._ *миркалI* 
4664		ми'килъеда	m-i'-k-i-ɬ-e-d-a	 _нареч._ совсем, вовсе; насовсем; *микилъеда дулъIа белъ̄е̄гье гведа гъоча* книгу тебе оставляю насовсем; *микилъеда гочило̄рулъIа* переехать насовсем; _ратл._ *миркейлIида*, _тл._ *микили*, _цег._ *миркалI* 
4665	(-ари', -ва, -а', -е̄гье, -е'ре)	ми'килъу/рулъIа	m-i'-k-i-ɬ-u-r-u-t͡ɬ-a	*стать постоянным,* *вечным
4666		ми'къале̄хъес̄е	m-i'-q͡χ’ː-a-l-eː-q͡χː-e-sː-e	придорожный; *микъале̄хъес̄е жоми* придорожная трава
4667		ми'къарихъе	m-i'-q͡χ’ː-a-r-i-q͡χː-e	 1. _локатив III серии от_ *микъи* 2. _в знач. нареч._ по дороге; *микъалихъе дене щалати ригверо̄гье вукIадо* по дороге я перебирал четки; *микъарихъе аᴴкьIо вухьурулъIа* стать попутчиком (_букв._ по дороге вместе оказаться)
4668	(-лъ̄илIи /-лIи, -ди)	микъе'с̄е	m-i-q͡χ’ː-e'-sː-e	половина, пол-; *микъес̄е микъи* полдороги; *микъес̄е чIили* полдома; *микъес̄е с̄агIате* полчаса; *микъес̄е* *реше* полгода; *микъес̄е̄лIи микъес̄е* четверть (_букв._ половина половины); *микъес̄е гIуми* полжизни; *микъес̄елъ̄игу богъо* больше половины; _ратл._ *бакьес̄е*, _тл._ *бакьис̄*
4669	(-олIи, -ала)	ми'къи	m-i'-q͡χ’ː-i	дорога; путь; *лъалода болIидабе микъи* пешеходная дорога; *машиналIи микъи* шоссейная дорога; *микъи* *бехъурулъIа* а) провести дорогу б) найти дорогу (_выход_) в) _перен._ пробиваться; *микъи мичунулъIа* а) найти дорогу б) _перен._ искать выход из положения; *микъи эцIурулъIа* а) преградить дорогу б) устроить засаду в) подкараулить _кого-л._; *микъи къосино̄рулъIа* сбиться с дороги; *микъи* *битIаху(рулъIа) мича*! в добрый путь! *гъурулъIа микъи голъIе дулъIа* у тебя нет права _что-л._ говорить (_букв._ говорить тебе дороги нет) ◊ *микъи беха!* скатертью дорога (_букв._ дорогу бери)!; _цег., тлян._ *макъи*
4670	(-лъ̄илIи / -лIи, )	ми'къиракъа	m-i'-q͡χ’ː-i-r-a-q͡χ’ː-a	дорога, путь; тропинка; *микъи-ракъа швекъо̄рулъIа* ремонтировать дороги
4671		ми'къIвада/б/е	m-i'-q͡χ’ʷ-a-d-a-b-e	 1. _прич. гл._ *микъIу'нулъIа* 2. _в знач. прил._ 1) достаточный; *микъвадабе кукъи гведе ис̄е* мы достаточно поработали (_букв._ проделали достаточную работу) 2) взрослый; *йикъIвадайе йаше* взрослая дочь; _тл._ *буъам* 
4672	(-нолIи)	ми'къIвайе	m-i'-q͡χ’ʷ-a-j-e	1) экономия, экономное расходование 2) обеспечение (_в достаточном количестве_) 3) ращение
4673		микъIвала'къIо	m-i-q͡χ’ʷ-a-l-a'-q͡χ’-o	 _в знач. нареч._1) вдоволь; вволю; всласть; *хIе̄малъ̄а микъIвада рикIва тIо̄нулъIа* вдоволь задать скоту корм; *микъIвалакъIо продукта бехурулъIа* вдоволь запастись продуктами 2) достаточно; в достаточном количестве, до достаточного количества; *микъIва-лакъIo бешахъурулъIа* достаточно поработать; _ратл._ *къIванакъIо*
4674		микъIвада	m-i-q͡χ’ʷ-a-d-a	 _в знач. нареч._1) вдоволь; вволю; всласть; *хIе̄малъ̄а микъIвада рикIва тIо̄нулъIа* вдоволь задать скоту корм; *микъIвалакъIо продукта бехурулъIа* вдоволь запастись продуктами 2) достаточно; в достаточном количестве, до достаточного количества; *микъIва-лакъIo бешахъурулъIа* достаточно поработать; _ратл._ *къIванакъIо*
4675	(-нолIи)	микъIве'	m-i-q͡χ’ʷ-e-'	1) достаточность, предел, норма 2) вырастание; _тл._ *буъен*
4676		микъIве̄'гье	m-i-q͡χ’ʷ-eː'-h-e	 1. _деепр. прош. вр. гл._ *микъIунулъIа* 2. _в знач._ _нареч._ вдоволь; в достаточном количестве; *эс̄ебе аᴴкьIва гьула микъIве̄гье* *гведа* у нас всего вдоволь 
4677		микъIве'лакьекIулъу	m-i-q͡χ’ʷ-e'-l-a-t͡ɬʼː-e-k’-u-ɬ-u	 _в знач. нареч._ предостаточно (_букв._ больше, чем надо); *кьIуᴴс̄и жереше микъIве-лакьекIулъу годи* сена в этом году предостаточно
4678	(-лъ̄илIи / -илIи, -ла)	микъIе'	m-i-q͡χ’-e-'	1) гвоздь (_деревянный_, _забиваемый в стену в качестве вешалки_); *микъIиге х̄ужади их̄урулъIа* на деревянный гвоздь повесить хурджуны 2) гвоздь (_металлический_); *кĪанадаре микъIела* мелкие гвозди; *микъIе кьварурулъI*а забить гвоздь ◊ *рикьилIи микъIе* мозоль (_букв._ мясной гвоздь) 3) зубец (_гребня, расчески_); *аᴴкьулIи микъIе бикъIве̄гье годи* зубец расчески сломался; *микъIела* *рикъIвадабе аᴴкьу'* расческа с недостающими (_букв._ со сломанными) зубцами 4) кол, колышек; *имихи микъIига кIарурулъIа* привязать осла к колу (_за ногу_); _тл._ *маᴴъе*, _цег._ *меъе*
4679	(микъIва̄'ни, микъIкIᴴ̄ва, миᴴкъIвайа', микъIва-йе̄'гье, микъIва̄не)	микъIо̄'нулъIа	m-i-q͡χ’-oː'-n-u-t͡ɬ-a	обеспечивать (_в дос-таточном количестве_); *иле̄малъ̄е къелIи чвила микъIвайе̄гье бикIири* родители дома обеспечивают достаток; _ратл._ *букъIайнтIулахъе*, _тл._ *буъун-тIехъе*, _цег._ *буъунтIахъе*
4680	(микъвани', ми-къIу'ва, микъIва', ми'къIве̄'гье, ми-къве'не)	м/икъIу'нулъIа	m-i-q͡χ’-u'-n-u-t͡ɬ-a	1) хватить; быть достаточным для _чего-л._; *че чIилилъ̄а микъунулъIа иᴴчIа годи* для строительства одного дома достаточно камня; *решелъIа микъIвани лъуда* дров хватило на год; *ачилIи* *микъIве бикIике* денег много не бывает (_букв._ денежного достатка не бывает); *микъIула кьIекIулъула годи* более чем достаточно; *микъIу* *бухьида* должно хватить 2) расти, вырастать; *йиᴴкъварилъ̄и йаше х̄ераге* *ита* подросла дочь – выдавай замуж; *гьаᴴже микIели къала макъIвене голи* теперь пошли дети-акселераты; _цег._ *боъанхъе*, _тлян._ *буъенхъе*, _ратл._ *букъIуᴴлахъе*
4681	(-лъ̄илIи / -лIи)	микье'	m-i-t͡ɬʼː-e-'	таволга; *микье̄лIи гвиде ис̄е хъачIо* метлу мы делаем из таволги; _ратл._ *микьели*, _тл._ *мекьел*
4682	(-лIи, -ла)	микье'	m-i-t͡ɬʼː-e-'	1) сон; *щуладабе микье* крепкий сон; *микье* *тIо̄нулъIа* задремать; *микье эша мани* сон пропал; *микье бухъIо̄рулъIа* нарушить сон 2) сновидение; *шодабе микье* приятный сон; *микье* *мичунулъIа* присниться; *микье букъурулъIа* отгадывать сон (_букв._ сон отрезать); *микье-* де бечIурулъIа* выспаться; _цег._, _тл._ *мекье*
4683		микье'лIи	m-i-t͡ɬʼː-e'-t͡ɬː-i	 1. _локатив Ч̄ серии от_ *микье* 2. _в знач. нареч._ во сне; *микьелIи* *мичунулъIа* присниться (_букв._ во сне найти); *микьелIи гъуру-лъIа* разговаривать во сне; *микьелIи бакIурулъIа* находиться еще в сонном состоянии; _тл._ *мекьелIи*
4684		микьири	m-i-t͡ɬʼː-i-r-i	(_ратл._, _тл._) _см._* къIуче*
4685	(-ролIи)	микьих̄е'	m-i-t͡ɬʼː-i-χː-e-'	сонливость
4686	(-ролIи)	микьиᴴх̄е'	m-i-t͡ɬʼː-ĩ-χː-e-'	сонливость
4687	(-ари' / -ани', -ва, -а', -е̄'гье, -е'ре / -е'не)	микьих̄у'/рулъIа	m-i-t͡ɬʼː-i-χː-u'-r-u-t͡ɬ-a	клонить ко сну; *дене микьих̄о̄гье гуди* меня клонит ко сну; _цег._ *мекьех̄ехъе*, _тлян._ *мекьех̄охъе*, _ратл._ *микьех̄улахъе*
4688	(-ари' / -ани', -ва, -а', -е̄'гье, -е'ре / -е'не)	микьих̄у'/нулъIа	m-i-t͡ɬʼː-i-χː-u'-n-u-t͡ɬ-a	клонить ко сну; *дене микьих̄о̄гье гуди* меня клонит ко сну; _цег._ *мекьех̄ехъе*, _тлян._ *мекьех̄охъе*, _ратл._ *микьех̄улахъе*
4689	(-лъ̄илIи /-лIи)	микьIа	m-i-t͡ɬʼ-a	_бот._ щиповник; *микьIалIи че̄ *чай из щиповника; *микьIалIи жажа* а) куст щиповника б) колючка щиповника; *микьIа бакIарило̄рулъIа* собирать ягоды щиповника
4690	(-лъ̄илIи /-лIи, -ди)	микьIидо	m-i-t͡ɬʼ-i-d-o	дно; *гаᴴдалIи микьIидо* дно ямы; *иᴴгьварилIи микьIидо* дно озера; *микьIидо белIидабе* протекающий ( _о посуде_); *квадига бехурулъIа атIела голъIа гъаде билъурулъIа микьIидола* *голъIа* и не поднимешь и не положишь ( _букв._ чтоб поднять ручки не имеющий и положить дно не имеющий)
4691		ми'кIадабе	m-i'-k’-a-d-a-b-e	 1. _прич. гл._ *микIу'нулъIа* 2._ в знач._ _прил._ кривой; *микIа̄бе чIули* кривая палка; *микIа̄бе кIоли* кривая шея; *рикIадаре щуᴴкIи* кривые ноги; *рикIа̄ре чили* кривые зубы 
4692		ми'кIа̄бе	m-i'-k’-aː-b-e	 1. _прич. гл._ *микIу'нулъIа* 2._ в знач._ _прил._ кривой; *микIа̄бе чIули* кривая палка; *микIа̄бе кIоли* кривая шея; *рикIадаре щуᴴкIи* кривые ноги; *рикIа̄ре чили* кривые зубы 
4693		микIа'да/б/е	m-i-k’-a'-d-a-b-e	 _прич. гл._ *ми-кIо̄'нулъIа:* согнутый; изогнутый; кривой; *микIа̄дабе руша* кривое дерево; *рикIа̄даре щуᴴкIилилIи къошта* стул с изогнутыми ножками; *микIа̄дабе къа-къала* сутулая фигура (_букв._ согнутое тело); _ратл._ *бикIандаб*, _тл._ *бикIаб*
4694	(-нолIи)	микIайе'	m-i-k’-a-j-e-'	1) искривление 2) наклонение
4695	(-лIи / -илIи, -ли)	ми'кIе	m-i'-k’-e	1) дитя, ребенок; *илъIа̄дабе микIе* сирота, осиротевший ребенок; *микIе би-шо̄рулъIа* нянчить ребенка; *микIе* *бижвикайе акĪа* бесплодная женщина; *микIе бижвикаве экIва* бесплодный мужчина; *микIиге экIвала вокъIико, кIуᴴцĪаге хвела бекъIике* _погов._ в ребенке настоящему мужчину и в щенке хорошего пса трудно распознать 2) _мн._ (_р.п._ –*ло/б/е*) дети; *микIелойе* *ила* мать детей; *микIелобe зама* детский возраст; *микIелобе гIама* детские выходки; *микIелобе бечIа̄бе чIили* а) полный детьми дом б) многодетная семья; *микIе* *гвидайе акĪа* беременная женщина; *иле̄малъ̄иге ракIварогес̄е чула* *бекъIурулъIа къвараᴴгIала микIели гъуйайа *_погов._ хочешь разузнать о том, что на уме у родителей – выведай у детей ◊ *микIилIи река* _анат._ матка (_букв._ детский живот)
4696	(-нолIи)	микIе'	m-i-k’-e-'	1) искривление; кривизна; гнутье 2) наклонение; наклон
